time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010452750000	3.4984	17.9469	4.84066	3.9166	0.430823	radar	3.67162	4.3011	17.9267	3.46891	17.9122	-3.71795	-3.40627
1477010452800000	3.24662	17.7813	4.99588	3.90183	0.376139	lidar	1.12866	3.12525	17.7493	3.28449	17.7402	-3.66215	-3.47331
1477010452850000	3.04953	17.5984	5.21308	3.92443	0.394594	radar	1.95727	2.65664	17.888	3.10287	17.565	-3.60609	-3.53844
1477010452900000	2.88131	17.4792	5.10336	3.93015	0.379857	lidar	6.22304	2.9449	17.8154	2.92405	17.3866	-3.54982	-3.60167
1477010452950000	2.72698	17.2635	5.28403	3.97885	0.436233	radar	2.22477	3.26647	17.0897	2.74805	17.2051	-3.49344	-3.66302
1477010453000000	2.55221	17.0695	5.27988	3.99975	0.435182	lidar	0.0135405	2.55407	17.0853	2.57486	17.0205	-3.437	-3.72251
1477010453050000	2.39641	16.9066	4.90696	4.00512	0.392945	radar	2.23049	2.55039	16.8884	2.4045	16.833	-3.38059	-3.78014
1477010453100000	2.24112	16.7381	4.87762	4.02063	0.388565	lidar	0.491106	2.25371	16.8334	2.23695	16.6427	-3.32428	-3.83595
1477010453150000	2.06499	16.5401	4.83023	4.02881	0.363966	radar	4.40774	1.57735	16.0489	2.07221	16.4497	-3.26812	-3.88995
1477010453200000	1.91118	16.3119	4.89185	4.0567	0.374774	lidar	2.29031	1.88972	16.1054	1.91027	16.254	-3.21219	-3.94216
1477010453250000	1.76485	16.1351	4.77497	4.06774	0.358853	radar	0.410475	1.74362	16.2687	1.75112	16.0557	-3.15656	-3.99261
1477010453300000	1.54784	15.9716	4.86436	4.04336	0.298402	lidar	1.49821	1.44745	16.0853	1.59474	15.8549	-3.10129	-4.04132
1477010453350000	1.4097	15.7379	5.15826	4.08602	0.354799	radar	2.19858	1.6097	15.5526	1.44111	15.6517	-3.04644	-4.08832
1477010453400000	1.23091	15.5135	5.23182	4.09371	0.338687	lidar	0.538262	1.18395	15.4284	1.29021	15.4463	-2.99207	-4.13364
1477010453450000	1.06677	15.3223	5.13091	4.09434	0.309569	radar	0.960792	0.828993	15.528	1.14201	15.2386	-2.93825	-4.1773
1477010453500000	0.839577	15.0989	5.28996	4.07516	0.25709	lidar	1.45126	0.722706	15.0075	0.996486	15.0288	-2.88503	-4.21933
1477010453550000	0.69951	14.921	5.05537	4.07969	0.235012	radar	2.2974	1.03147	15.2134	0.853604	14.8169	-2.83246	-4.25977
1477010453600000	0.628786	14.7132	4.92285	4.12902	0.289856	lidar	0.902866	0.737301	14.7047	0.71333	14.603	-2.78061	-4.29864
1477010453650000	0.505387	14.4695	5.17657	4.16539	0.333007	radar	1.99137	0.722177	14.2445	0.575628	14.3872	-2.72952	-4.33598
1477010453700000	0.3234	14.2414	5.26825	4.15995	0.299873	lidar	0.447754	0.253435	14.2029	0.440459	14.1696	-2.67925	-4.37181
1477010453750000	0.173799	13.9865	5.5586	4.1842	0.326864	radar	1.45214	-0.0328023	13.9604	0.307779	13.9502	-2.62984	-4.40617
1477010453800000	0.212635	13.7353	5.2915	4.28833	0.456258	lidar	4.7763	0.459172	13.6856	0.177545	13.7292	-2.58135	-4.43909
1477010453850000	0.10047	13.4928	5.36259	4.30975	0.456984	radar	0.327523	0.0524412	13.6377	0.0497099	13.5065	-2.53381	-4.47061
1477010453900000	-0.0796786	13.2524	5.45517	4.29269	0.397663	lidar	0.984987	-0.190344	13.2856	-0.0757753	13.2823	-2.48728	-4.50075
1477010453950000	-0.196714	13.0383	5.17006	4.29517	0.360485	radar	1.45991	-0.275043	13.1456	-0.198962	13.0566	-2.44179	-4.52955
1477010454000000	-0.157727	12.8243	4.94748	4.38117	0.463829	lidar	3.7375	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704
1477010454050000	-0.266449	12.5993	4.79811	4.38415	0.427638	radar	2.55355	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326
1477010454100000	-0.394841	12.3699	4.85907	4.37779	0.386051	lidar	0.492157	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823
1477010454150000	-0.511373	12.162	4.82092	4.37205	0.348184	radar	3.29706	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198
1477010454200000	-0.586268	11.952	4.78589	4.38914	0.348852	lidar	0.400203	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456
1477010454250000	-0.712533	11.7212	4.84845	4.37817	0.306234	radar	2.76767	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598
1477010454300000	-0.938685	11.4726	5.03739	4.31356	0.186855	lidar	4.2666	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628
1477010454350000	-1.03218	11.2485	4.85655	4.31668	0.167232	radar	1.7467	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549
1477010454400000	-1.22782	11.0226	4.98953	4.26877	0.0853126	lidar	1.98001	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364
1477010454450000	-1.31447	10.7719	5.25854	4.30001	0.141863	radar	1.74094	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075
1477010454500000	-1.45254	10.5106	5.34526	4.29191	0.118769	lidar	0.603295	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686
1477010454550000	-1.56044	10.2415	5.50324	4.30698	0.139174	radar	0.921632	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198
1477010454600000	-1.63985	10.0333	5.37781	4.3234	0.155413	lidar	2.29814	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615
1477010454650000	-1.7257	9.8059	5.22903	4.33269	0.152433	radar	0.706449	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939
1477010454700000	-1.78132	9.59333	5.11343	4.35777	0.179566	lidar	0.986974	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172
1477010454750000	-1.91507	9.33231	5.34984	4.35066	0.163681	radar	2.15005	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316
1477010454800000	-1.99691	9.03133	5.43052	4.37072	0.17799	lidar	3.80693	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374
1477010454850000	-2.07265	8.81449	5.18333	4.37575	0.162399	radar	2.05543	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347
1477010454900000	-2.16626	8.56407	5.20729	4.38006	0.156394	lidar	0.0387658	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238
1477010454950000	-2.31149	8.30088	5.33117	4.35814	0.111528	radar	2.31726	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047
1477010455000000	-2.33116	8.08025	5.17328	4.39829	0.164448	lidar	1.25528	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778
1477010455050000	-2.37184	7.87808	5.01374	4.42175	0.188568	radar	5.44459	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843
1477010455100000	-2.49857	7.62215	5.12285	4.40358	0.146742	lidar	0.70125	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006
1477010455150000	-2.66624	7.3828	5.04769	4.35297	0.0439051	radar	4.58813	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507
1477010455200000	-2.77526	7.12868	5.11431	4.3461	0.0293168	lidar	0.284254	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933
1477010455250000	-2.82457	6.89861	5.17029	4.37898	0.0922881	radar	1.98815	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286
1477010455300000	-2.84099	6.70847	4.94651	4.4142	0.140045	lidar	2.20521	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566
1477010455350000	-2.872	6.50477	4.65028	4.43084	0.140481	radar	2.71909	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774
1477010455400000	-2.92972	6.27389	4.65761	4.44174	0.145445	lidar	0.143273	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911
1477010455450000	-3.06767	6.01349	4.92162	4.41486	0.0998131	radar	4.40575	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976
1477010455500000	-3.16988	5.72488	5.08427	4.40687	0.0768634	lidar	2.14742	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097
1477010455550000	-3.28353	5.47468	5.01065	4.37851	0.00820643	radar	2.00426	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893
1477010455600000	-3.3947	5.20512	5.13557	4.36613	-0.0122623	lidar	0.695371	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745
1477010455650000	-3.45792	4.95962	5.18832	4.38725	0.0335343	radar	0.394758	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525
1477010455700000	-3.59716	4.65875	5.42801	4.36528	-0.00212326	lidar	1.83147	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233
1477010455750000	-3.70798	4.40144	5.36452	4.34279	-0.058016	radar	1.72861	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868
1477010455800000	-3.86261	4.1114	5.58211	4.31753	-0.0890739	lidar	1.52407	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943
1477010455850000	-3.92562	3.88018	5.50359	4.34693	-0.0121033	radar	1.89216	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918
1477010455900000	-3.98292	3.66637	5.2997	4.35872	0.00345563	lidar	1.14082	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833
1477010455950000	-4.06321	3.48666	5.02925	4.34723	-0.029865	radar	3.87466	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666
1477010456000000	-4.15521	3.24374	5.05748	4.34586	-0.0298592	lidar	0.0351118	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925
1477010456050000	-4.27699	2.97862	5.17781	4.32749	-0.06802	radar	0.666194	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104
1477010456100000	-4.37675	2.69094	5.32708	4.32891	-0.0619558	lidar	1.29631	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202
1477010456150000	-4.45813	2.44553	5.29678	4.34095	-0.0261144	radar	0.303535	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218
1477010456200000	-4.57019	2.16647	5.42849	4.339	-0.0247238	lidar	0.462917	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149
1477010456250000	-4.67501	1.94455	5.35165	4.30844	-0.109982	radar	3.83944	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994
1477010456300000	-4.80172	1.64931	5.54873	4.30505	-0.101802	lidar	1.09921	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751
1477010456350000	-4.92255	1.3982	5.57002	4.29096	-0.123474	radar	0.153967	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417
1477010456400000	-4.97326	1.1928	5.31257	4.29313	-0.124941	lidar	5.60326	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799
1477010456450000	-5.0601	1.00275	5.08123	4.28818	-0.117937	radar	1.08499	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468
1477010456500000	-5.11465	0.790219	4.94843	4.29206	-0.113011	lidar	3.66345	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848
1477010456550000	-5.21844	0.457913	5.33163	4.30697	-0.0832579	radar	5.85041	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127
1477010456600000	-5.29137	0.225904	5.24917	4.30894	-0.0796663	lidar	1.56182	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303
1477010456650000	-5.40012	0.00428861	5.09498	4.31103	-0.0479954	radar	5.74548	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374
1477010456700000	-5.46728	-0.226916	5.04896	4.31747	-0.0389575	lidar	1.49731	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335
1477010456750000	-5.58721	-0.380823	4.91957	4.27693	-0.117184	radar	2.9769	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185
1477010456800000	-5.72111	-0.550214	4.80297	4.24501	-0.159386	lidar	1.68824	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919
1477010456850000	-5.83772	-0.795906	5.12901	4.22658	-0.201764	radar	5.18395	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536
1477010456900000	-5.93778	-1.09812	5.30984	4.24899	-0.145097	lidar	2.0798	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032
1477010456950000	-6.02358	-1.38728	5.37217	4.27431	-0.0864782	radar	2.99355	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404
1477010457000000	-6.16577	-1.58872	5.2898	4.24588	-0.125824	lidar	1.06776	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648
1477010457050000	-6.30694	-1.84198	5.59389	4.2228	-0.173755	radar	2.25792	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762
1477010457100000	-6.41855	-2.10776	5.62578	4.22818	-0.151502	lidar	0.407809	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742
1477010457150000	-6.56935	-2.29569	5.35477	4.19985	-0.175402	radar	3.70365	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585
1477010457200000	-6.72307	-2.49761	5.29924	4.17229	-0.205872	lidar	0.474972	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288
1477010457250000	-6.87994	-2.70517	5.2758	4.1479	-0.228361	radar	1.00009	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847
1477010457300000	-6.96813	-2.99449	5.37874	4.18043	-0.15788	lidar	2.47306	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326
1477010457350000	-7.09626	-3.21406	5.23619	4.17601	-0.146112	radar	0.318123	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523
1477010457400000	-7.221	-3.39263	5.12786	4.15462	-0.172379	lidar	1.47634	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632
1477010457450000	-7.36612	-3.65162	5.23311	4.1586	-0.149324	radar	4.40621	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586
1477010457500000	-7.53004	-3.75733	5.01435	4.09714	-0.239895	lidar	4.55656	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738
1477010457550000	-7.67629	-3.96548	5.11152	4.08399	-0.245524	radar	0.504783	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012
1477010457600000	-7.8282	-4.20557	5.1802	4.08493	-0.222787	lidar	0.643618	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479
1477010457650000	-7.97936	-4.42528	5.17138	4.07963	-0.211745	radar	0.433969	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778
1477010457700000	-8.13836	-4.67584	5.25908	4.0842	-0.185628	lidar	1.25381	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906
1477010457750000	-8.27843	-4.87059	4.96912	4.08052	-0.167699	radar	1.67161	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862
1477010457800000	-8.40265	-5.08924	4.98132	4.08847	-0.142783	lidar	0.294461	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641
1477010457850000	-8.55562	-5.23799	4.80468	4.0594	-0.175082	radar	2.64982	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242
1477010457900000	-8.74046	-5.43628	4.86091	4.0391	-0.190492	lidar	1.97401	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663
1477010457950000	-8.90322	-5.63105	4.92603	4.02682	-0.195361	radar	0.310056	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901
1477010458000000	-9.05539	-5.81747	4.91601	4.01731	-0.195256	lidar	0.0361655	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955
1477010458050000	-9.19877	-5.95817	4.72748	3.99521	-0.213494	radar	4.80162	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823
1477010458100000	-9.37367	-6.04328	4.59438	3.93803	-0.285681	lidar	3.1752	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503
1477010458150000	-9.55502	-6.22545	4.75622	3.92319	-0.28705	radar	1.39582	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994
1477010458200000	-9.68572	-6.45259	4.8025	3.95078	-0.224183	lidar	1.06426	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295
1477010458250000	-9.91746	-6.60838	5.03694	3.90383	-0.2799	radar	6.72336	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404
1477010458300000	-10.1236	-6.78483	5.07377	3.88261	-0.289592	lidar	0.675078	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321
1477010458350000	-10.3122	-6.94132	5.08018	3.86176	-0.299803	radar	0.650917	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046
1477010458400000	-10.5452	-7.13856	5.18202	3.84542	-0.299496	lidar	3.73595	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577
1477010458450000	-10.756	-7.27036	5.12824	3.8103	-0.32958	radar	1.5921	-10.8944	-6.83335	-10.8121	-7.21245	-3.98613	-3.03916
1477010458500000	-11.0054	-7.44452	5.21992	3.78451	-0.341254	lidar	3.33492	-11.2219	-7.56979	-11.0128	-7.36252	-4.03859	-2.96062
1477010458550000	-11.1942	-7.57641	5.0248	3.76429	-0.346384	radar	1.38965	-10.986	-7.3707	-11.2161	-7.50862	-4.09021	-2.88015
1477010458600000	-11.3302	-7.74058	4.94409	3.77984	-0.299836	lidar	3.33477	-11.0934	-7.6776	-11.422	-7.65064	-4.14093	-2.79777
1477010458650000	-11.5271	-7.86143	4.90214	3.75414	-0.316073	radar	1.5961	-11.4213	-7.46085	-11.6304	-7.78849	-4.19066	-2.71349
1477010458700000	-11.6996	-7.96446	4.81526	3.73124	-0.327806	lidar	2.68092	-11.5269	-7.8215	-11.8413	-7.92208	-4.23932	-2.6273
1477010458750000	-11.8913	-8.07337	4.63145	3.7063	-0.340944	radar	0.668633	-11.9422	-7.88317	-12.0546	-8.05131	-4.28682	-2.53924
1477010458800000	-12.0994	-8.16065	4.61342	3.66867	-0.371089	lidar	0.342865	-12.09	-8.08828	-12.2702	-8.17609	-4.33309	-2.44932
1477010458850000	-12.3365	-8.28655	5.02004	3.64689	-0.372778	radar	2.6319	-12.4462	-8.02117	-12.4881	-8.29633	-4.37802	-2.35756
1477010458900000	-12.5406	-8.37285	4.96103	3.61725	-0.389519	lidar	1.42765	-12.4231	-8.2599	-12.7082	-8.41193	-4.42156	-2.26399
1477010458950000	-12.7445	-8.45335	4.70031	3.58509	-0.411039	radar	1.33446	-12.7461	-8.19449	-12.9304	-8.5228	-4.4636	-2.16863
1477010459000000	-13.0259	-8.54616	4.81845	3.54079	-0.444288	lidar	4.35474	-13.2911	-8.64594	-13.1547	-8.62886	-4.50407	-2.07151
1477010459050000	-13.2862	-8.6391	5.02857	3.51108	-0.452059	radar	2.54628	-13.7929	-8.47158	-13.381	-8.73002	-4.54289	-1.97267
1477010459100000	-13.5052	-8.69173	4.9749	3.47489	-0.472319	lidar	1.5152	-13.384	-8.57583	-13.6092	-8.82619	-4.57997	-1.87214
1477010459150000	-13.717	-8.72738	4.674	3.42988	-0.50975	radar	2.88367	-13.6376	-8.26344	-13.8392	-8.91729	-4.61524	-1.76997
1477010459200000	-13.9318	-8.8521	4.68783	3.43918	-0.459428	lidar	1.41856	-13.9959	-8.99264	-14.0709	-9.00324	-4.64861	-1.6662
1477010459250000	-14.1993	-8.93292	5.0817	3.42047	-0.445506	radar	2.53069	-14.4737	-8.79552	-14.3043	-9.08395	-4.68001	-1.56086
1477010459300000	-14.419	-9.0653	5.06116	3.439	-0.386807	lidar	1.01452	-14.4273	-9.1875	-14.5391	-9.15936	-4.70936	-1.45402
1477010459350000	-14.645	-9.13685	4.90344	3.4207	-0.38858	radar	0.494885	-14.5757	-9.32634	-14.7754	-9.22939	-4.73658	-1.34573
1477010459400000	-14.9406	-9.12689	4.99487	3.34794	-0.465119	lidar	1.55945	-15.062	-9.04396	-15.013	-9.29397	-4.76161	-1.23603
1477010459450000	-15.2047	-9.19662	5.03667	3.33197	-0.454877	radar	4.50474	-15.6189	-9.69365	-15.2517	-9.35302	-4.78436	-1.125
1477010459500000	-15.4653	-9.33073	5.08544	3.35416	-0.390745	lidar	5.38846	-15.6682	-9.56749	-15.4916	-9.40649	-4.80476	-1.01269
1477010459550000	-15.7	-9.36629	4.82179	3.323	-0.41532	radar	1.62509	-15.9382	-9.35751	-15.7324	-9.45431	-4.82275	-0.899159
1477010459600000	-15.9499	-9.45739	4.85782	3.32666	-0.380704	lidar	2.10246	-16.0862	-9.59819	-15.9741	-9.49642	-4.83827	-0.784484
1477010459650000	-16.1978	-9.47134	4.80383	3.28884	-0.410278	radar	1.90645	-16.6033	-8.85459	-16.2164	-9.53277	-4.85124	-0.668734
1477010459700000	-16.4469	-9.45804	4.82254	3.24173	-0.44825	lidar	0.533002	-16.4229	-9.37029	-16.4594	-9.5633	-4.8616	-0.55198
1477010459750000	-16.6539	-9.46946	4.72321	3.21845	-0.450387	radar	4.70743	-16.011	-9.33486	-16.7027	-9.58797	-4.8693	-0.434301
1477010459800000	-16.945	-9.44133	4.84392	3.16357	-0.497109	lidar	1.70296	-17.1132	-9.43043	-16.9464	-9.60673	-4.87427	-0.315773
1477010459850000	-17.1983	-9.50546	5.00751	3.17767	-0.433375	radar	7.97029	-16.9255	-10.8571	-17.1903	-9.61954	-4.87646	-0.196479
1477010459900000	-17.4626	-9.5235	5.0378	3.16061	-0.427172	lidar	0.499464	-17.5448	-9.57485	-17.4342	-9.62636	-4.87583	-0.0765024
1477010459950000	-17.7189	-9.5146	4.93509	9.4112	-0.449764	radar	1.66712	-18.1371	-9.39146	-17.6781	-9.62717	-4.87232	0.0440703
1477010460000000	-17.9757	-9.47619	4.96773	9.37026	-0.476108	lidar	0.199756	-17.9724	-9.42299	-17.9216	-9.62194	-4.86588	0.165151
1477010460050000	-18.2157	-9.44358	4.86699	9.33426	-0.499222	radar	0.424702	-18.3083	-9.18778	-18.1648	-9.61064	-4.85648	0.286648
1477010460100000	-18.3971	-9.50774	4.69638	9.36334	-0.421627	lidar	1.84323	-18.2763	-9.60997	-18.4074	-9.59325	-4.84408	0.40847
1477010460150000	-18.6327	-9.49938	4.85083	9.35343	-0.396907	radar	1.77794	-18.2443	-9.58547	-18.6493	-9.56977	-4.82864	0.530522
1477010460200000	-18.8873	-9.48413	4.87856	9.33522	-0.395005	lidar	0.291765	-18.9545	-9.51544	-18.8904	-9.54017	-4.81012	0.652707
1477010460250000	-19.1161	-9.44686	4.92017	9.3124	-0.394676	radar	3.78267	-18.6983	-9.02886	-19.1305	-9.50447	-4.78851	0.774927
1477010460300000	-19.3789	-9.30419	5.02278	9.23059	-0.482933	lidar	3.12126	-19.2983	-9.09865	-19.3694	-9.46265	-4.76378	0.897083
1477010460350000	-19.6111	-9.22696	4.88219	9.18533	-0.523706	radar	1.0408	-19.7037	-8.79906	-19.6069	-9.41472	-4.73591	1.01907
1477010460400000	-19.8724	-9.08687	4.99927	9.11625	-0.584639	lidar	1.09851	-19.8731	-8.96417	-19.8431	-9.36071	-4.70487	1.1408
1477010460450000	-20.118	-8.97171	5.09035	9.07066	-0.604045	radar	4.76631	-20.3815	-7.6755	-20.0775	-9.30061	-4.67066	1.26215
1477010460500000	-20.2446	-9.17382	4.5416	9.19296	-0.388629	lidar	14.2002	-20.1607	-9.59663	-20.3102	-9.23446	-4.63328	1.38303
1477010460550000	-20.4828	-9.13943	4.66906	9.18946	-0.35971	radar	1.65345	-20.4587	-9.7448	-20.5409	-9.16227	-4.59271	1.50334
1477010460600000	-20.7144	-9.02352	4.73598	9.14047	-0.403574	lidar	0.923504	-20.6596	-8.91527	-20.7696	-9.08409	-4.54895	1.62296
1477010460650000	-20.9582	-8.94345	4.74445	9.11229	-0.41942	radar	2.62916	-21.5568	-8.5005	-20.9959	-8.99994	-4.50202	1.74179
1477010460700000	-21.151	-8.87626	4.66851	9.09505	-0.41273	lidar	0.969935	-21.0195	-8.85081	-21.2198	-8.90987	-4.45191	1.85972
1477010460750000	-21.3836	-8.79426	4.65119	9.06967	-0.42482	radar	2.00277	-21.8628	-8.64129	-21.4412	-8.81393	-4.39865	1.97666
1477010460800000	-21.566	-8.78144	4.50027	9.08439	-0.372551	lidar	0.921297	-21.5029	-8.87191	-21.6597	-8.71217	-4.34224	2.0925
1477010460850000	-21.7474	-8.66233	4.25895	9.02861	-0.443366	radar	5.47596	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9501	-8.57173	4.28227	9.00379	-0.447512	lidar	0.0486058	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.1614	-8.46931	4.49252	8.98696	-0.424832	radar	2.46895	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.4076	-8.34558	4.61944	8.95544	-0.441451	lidar	1.72339	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.5935	-8.24143	4.51545	8.92808	-0.455148	radar	0.708344	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.8662	-7.93489	4.95647	8.81038	-0.590749	lidar	6.39739	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.0577	-7.78152	4.80279	8.75851	-0.647072	radar	2.96789	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.2926	-7.58531	4.98009	8.71152	-0.668856	lidar	1.9851	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.5001	-7.43289	5.16207	8.7095	-0.59443	radar	2.03921	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.6554	-7.31329	4.98675	8.69688	-0.570388	lidar	0.979281	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.8534	-7.13569	5.08663	8.67329	-0.554661	radar	0.819166	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.9952	-7.09305	4.73288	8.69325	-0.488255	lidar	2.51388	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.1643	-6.90847	4.7302	8.65325	-0.517214	radar	1.90339	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.3393	-6.61828	5.00076	8.5791	-0.585011	lidar	2.75723	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.5069	-6.44068	4.92353	8.54697	-0.604155	radar	3.46228	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.5833	-6.35241	4.56114	8.53831	-0.569977	lidar	5.23764	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7236	-6.17071	4.59167	8.51194	-0.561231	radar	0.325339	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9156	-5.94005	4.79026	8.48068	-0.56905	lidar	2.98455	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
